,T2M_MEAN,T2M_MAX,T2M_MIN,PREC,WS2M,RH2M,SW_DWN,TEMP_RANGE,HEAT_INDEX,LABEL
2023-06-16,12.23,17.21,6.54,0.72,3.52,84.78,2.2423,10.670000000000002,10.368594,1
2023-06-17,10.8,17.29,5.0,0.09,1.48,84.14,3.5052,12.29,9.08712,0
2023-06-18,12.45,18.28,8.65,0.17,1.37,87.53,3.499,9.63,10.897485,0
2023-06-19,13.62,18.88,11.01,0.12,2.24,86.74,3.8006,7.869999999999999,11.813987999999998,0
2023-06-20,14.41,21.59,9.47,0.05,1.3,82.72,4.1916,12.12,11.919951999999999,0
2023-06-21,14.69,21.63,8.13,0.01,1.32,79.72,4.2713,13.499999999999998,11.710868,0
2023-06-22,15.49,22.42,10.15,0.03,1.99,78.35,3.9353,12.270000000000001,12.136415,0
2023-06-23,16.09,22.71,10.97,0.13,1.87,74.6,3.5069,11.74,12.00314,0
2023-06-24,16.92,23.46,11.5,0.02,1.88,74.13,4.1938,11.96,12.542796000000001,0
2023-06-25,17.12,24.25,11.56,0.04,1.53,74.01,4.2866,12.69,12.670512000000002,0
2023-06-26,18.42,24.98,13.24,0.07,1.11,63.94,4.3651,11.74,11.777748,0
2023-06-27,16.33,23.26,10.78,0.05,2.02,74.08,4.3716,12.480000000000002,12.097264,0
2023-06-28,16.18,23.44,10.0,0.05,2.28,79.19,4.2768,13.440000000000001,12.812942,0
2023-06-29,15.78,20.97,11.48,1.7,2.34,86.13,3.0166,9.489999999999998,13.591313999999999,0
2023-06-30,15.94,21.38,12.82,0.54,1.71,89.37,3.0394,8.559999999999999,14.245578,0
2023-07-01,16.31,22.56,11.79,0.07,1.17,86.1,3.4673,10.77,14.04291,0
2023-07-02,15.63,21.89,11.05,0.07,1.77,85.12,3.9511,10.84,13.304256000000002,0
2023-07-03,14.33,18.97,10.64,0.09,2.69,86.12,3.1363,8.329999999999998,12.340996,0
2023-07-04,12.83,20.59,6.56,0.02,1.22,79.73,4.4645,14.030000000000001,10.229359,0
2023-07-05,14.0,21.67,7.94,0.01,1.58,75.97,4.391,13.73,10.6358,0
2023-07-06,14.3,22.13,8.6,0.05,2.07,69.89,4.4009,13.53,9.99427,0
2023-07-07,15.21,22.97,8.29,0.04,1.99,67.73,4.345,14.68,10.301733,0
2023-07-08,16.55,24.38,10.18,1.18,2.57,70.04,3.6134,14.2,11.59162,0
2023-07-09,16.32,20.85,13.69,4.75,1.09,91.56,1.4323,7.160000000000002,14.942592,0
2023-07-10,17.32,22.45,12.53,1.28,1.67,86.16,2.0662,9.92,14.922911999999998,0
2023-07-11,19.04,25.3,14.19,0.04,1.45,79.26,3.1409,11.110000000000001,15.091104000000001,0
2023-07-12,19.15,26.15,12.76,0.1,2.99,70.16,3.9701,13.389999999999999,13.43564,0
2023-07-13,17.78,23.38,13.32,0.06,5.32,61.56,4.3673,10.059999999999999,10.945368000000002,1
2023-07-14,11.66,16.78,7.44,0.01,2.04,78.44,4.3997,9.34,9.146104,0
2023-07-15,13.12,20.85,7.45,0.0,1.72,74.57,4.5806,13.400000000000002,9.783583999999998,0
2023-07-16,14.53,22.98,7.62,0.0,1.6,70.63,3.5371,15.36,10.262538999999999,0
2023-07-17,16.74,23.55,12.32,0.0,1.41,76.47,3.3914,11.23,12.801077999999997,0
2023-07-18,15.06,19.91,12.38,0.0,2.18,89.55,1.4172,7.529999999999999,13.486229999999999,0
2023-07-19,14.67,18.92,12.54,0.01,3.71,88.33,1.6519,6.380000000000003,12.958010999999999,1
2023-07-20,16.06,22.27,12.69,0.0,3.36,83.6,3.4639,9.58,13.426159999999998,1
2023-07-21,16.7,24.26,11.79,0.0,1.75,82.6,4.2538,12.470000000000002,13.794199999999998,0
2023-07-22,16.61,24.03,11.2,0.0,0.93,78.48,4.1126,12.830000000000002,13.035528000000001,0
2023-07-23,17.34,24.44,10.96,0.0,1.52,70.19,4.1935,13.48,12.170945999999999,0
2023-07-24,17.55,25.2,12.11,0.0,1.14,69.54,4.3411,13.09,12.204270000000001,0
2023-07-25,17.87,25.1,11.55,0.0,1.37,66.16,3.7231,13.55,11.822792,0
2023-07-26,18.88,25.67,12.68,0.0,1.81,67.86,4.4033,12.990000000000002,12.811967999999998,0
2023-07-27,18.84,26.13,13.8,0.03,1.81,70.98,3.683,12.329999999999998,13.372632,0
2023-07-28,19.28,26.37,13.63,0.83,2.34,76.37,3.7462,12.74,14.724136000000001,0
2023-07-29,14.89,18.65,12.28,1.06,3.11,86.44,2.1518,6.369999999999999,12.870916,0
2023-07-30,15.26,21.33,11.68,0.01,2.15,83.7,3.2006,9.649999999999999,12.772620000000002,0
2023-07-31,16.52,24.65,11.03,0.0,1.29,77.55,4.3102,13.62,12.811259999999999,0
2023-08-01,17.13,24.93,12.06,0.03,1.7,81.94,3.9734,12.87,14.036322,0
2023-08-02,18.49,27.34,10.52,0.02,1.58,66.19,4.9339,16.82,12.238530999999998,0
2023-08-03,18.21,27.5,11.46,0.0,1.78,64.53,5.0556,16.04,11.750913,0
2023-08-04,16.7,25.81,10.04,0.06,1.22,73.93,4.8924,15.77,12.34631,0
2023-08-05,18.64,28.05,12.7,0.02,1.13,62.76,5.1146,15.350000000000001,11.698464,0
2023-08-06,19.2,29.21,10.5,0.03,1.65,66.19,5.087,18.71,12.708479999999998,0
2023-08-07,20.37,29.47,13.14,0.02,2.7,59.71,5.07,16.33,12.162927,0
2023-08-08,16.75,22.02,13.65,1.29,4.08,86.86,2.1235,8.37,14.549050000000001,1
2023-08-09,19.1,27.32,13.9,2.23,2.44,78.08,3.431,13.42,14.91328,0
2023-08-10,20.48,28.99,13.73,0.54,2.42,69.05,3.859,15.259999999999998,14.141440000000001,0
2023-08-11,21.86,30.58,15.35,1.69,2.81,62.52,4.6598,15.229999999999999,13.666872,1
2023-08-12,21.99,30.95,16.11,0.35,2.43,65.23,3.2856,14.84,14.344076999999999,1
2023-08-13,15.41,19.75,12.75,2.49,3.69,85.98,1.8086,7.0,13.249518,1
2023-08-14,17.34,25.66,12.97,0.39,2.68,81.21,2.2711,12.69,14.081814,0
2023-08-15,19.34,26.93,14.51,0.12,2.0,79.8,3.39,12.42,15.433319999999998,0
2023-08-16,19.97,25.14,15.87,0.11,1.37,80.36,3.8342,9.270000000000001,16.047891999999997,0
2023-08-17,20.99,27.79,15.27,0.01,1.75,69.25,4.7071,12.52,14.535575,0
2023-08-18,21.42,29.51,14.96,0.02,2.93,60.59,5.1235,14.55,12.978378000000001,0
2023-08-19,19.71,27.37,15.06,0.39,3.36,67.94,3.7234,12.31,13.390974,1
2023-08-20,19.14,25.12,14.45,0.01,1.89,72.5,3.8069,10.670000000000002,13.8765,0
2023-08-21,19.64,27.59,13.91,0.01,2.2,71.36,4.8614,13.68,14.015104000000001,0
2023-08-22,20.88,30.27,13.43,0.0,2.42,59.05,5.7228,16.84,12.32964,0
2023-08-23,23.45,32.61,15.08,0.0,3.65,50.59,5.1118,17.53,11.863355,1
2023-08-24,24.48,32.07,18.58,1.27,3.64,53.54,4.1794,13.490000000000002,13.106592,1
2023-08-25,19.18,26.41,14.5,7.03,2.54,81.19,2.5867,11.91,15.572242,1
2023-08-26,14.13,18.06,11.56,9.02,4.4,84.82,1.489,6.499999999999998,11.985066,1
2023-08-27,12.27,15.28,10.91,3.45,3.97,85.21,0.984,4.369999999999999,10.455267,1
2023-08-28,13.25,17.22,10.97,2.5,3.43,86.98,1.9507,6.249999999999998,11.52485,1
2023-08-29,15.74,22.29,11.32,0.12,1.76,83.41,3.5446,10.969999999999999,13.128734,0
2023-08-30,17.72,25.65,12.39,0.04,1.97,77.06,5.0014,13.259999999999998,13.655032,0
2023-08-31,17.71,26.54,11.46,0.01,1.82,75.18,5.0976,15.079999999999998,13.314378000000001,0
2023-09-01,18.38,28.67,9.13,0.02,1.57,73.94,5.6388,19.54,13.590171999999999,0
2023-09-02,22.86,31.46,14.52,12.84,2.38,70.38,3.8844,16.94,16.088867999999998,1
2023-09-03,23.04,29.09,17.85,4.81,2.52,75.55,4.979,11.239999999999998,17.406719999999996,0
2023-09-04,25.05,32.25,19.36,2.91,3.06,68.28,4.6334,12.89,17.10414,1
2023-09-05,20.85,27.29,14.7,1.09,3.68,82.02,2.2956,12.59,17.10117,1
2023-09-06,16.36,20.18,14.27,1.63,4.65,86.21,3.1562,5.91,14.103955999999998,1
2023-09-07,19.05,27.55,14.21,0.38,2.61,78.66,5.1492,13.34,14.98473,0
2023-09-08,22.12,30.01,14.12,0.0,2.46,65.74,6.0154,15.890000000000002,14.541688,0
2023-09-09,22.06,28.85,16.93,0.03,2.44,66.74,3.4776,11.920000000000002,14.722843999999998,0
2023-09-10,21.14,28.93,15.31,0.03,2.56,75.62,3.8035,13.62,15.986068000000003,0
2023-09-11,22.48,31.61,15.59,0.03,1.39,68.31,6.1164,16.02,15.356088000000002,1
2023-09-12,23.04,31.23,15.2,0.0,1.92,50.2,6.5148,16.03,11.56608,1
2023-09-13,24.84,34.16,16.04,0.06,2.72,51.44,6.4044,18.119999999999997,12.777695999999999,1
2023-09-14,20.33,25.8,13.0,10.23,2.82,70.78,1.2994,12.8,14.389573999999998,1
2023-09-15,16.32,23.97,12.03,1.14,2.84,74.39,4.6447,11.94,12.140448000000001,0
2023-09-16,20.37,30.05,10.29,0.1,1.78,63.17,6.4426,19.76,12.867729,0
2023-09-17,23.91,33.15,16.46,0.0,1.78,55.7,6.5525,16.689999999999998,13.317870000000001,1
2023-09-18,24.98,33.06,17.88,1.19,2.09,62.35,5.9407,15.180000000000003,15.575030000000002,1
2023-09-19,25.0,34.01,18.23,0.26,1.36,56.97,6.0,15.779999999999998,14.2425,1
2023-09-20,22.95,32.72,16.37,0.02,2.2,66.62,5.3338,16.349999999999998,15.28929,1
2023-09-21,23.3,33.33,15.79,0.0,1.51,67.0,5.5613,17.54,15.611,1
2023-09-22,25.78,35.4,18.15,0.01,1.85,56.52,6.3166,17.25,14.570856000000001,1
2023-09-23,25.51,35.66,18.62,0.0,1.83,57.59,6.3502,17.039999999999996,14.691209000000002,1
2023-09-24,27.92,37.02,19.04,0.0,1.88,52.53,6.7198,17.980000000000004,14.666376000000001,1
2023-09-25,24.56,32.84,19.63,0.23,3.08,70.11,5.0345,13.210000000000004,17.219015999999996,1
2023-09-26,27.1,36.71,19.39,0.27,2.32,61.89,5.3554,17.32,16.772190000000002,1
2023-09-27,26.55,37.44,16.77,10.49,4.4,59.47,3.834,20.669999999999998,15.789285000000001,1
2023-09-28,16.62,22.04,13.3,6.52,4.55,80.12,1.6198,8.739999999999998,13.315944000000002,1
2023-09-29,19.24,28.41,14.25,0.13,3.31,76.4,3.6542,14.16,14.699359999999999,0
2023-09-30,21.25,31.07,15.25,11.94,2.52,77.9,4.5523,15.82,16.55375,1
2023-10-01,20.47,25.85,16.53,24.85,2.54,89.51,1.4443,9.32,18.322696999999998,1
2023-10-02,20.18,27.44,15.5,0.32,2.11,81.72,1.8552,11.940000000000001,16.491096,0
2023-10-03,21.15,29.74,15.24,0.09,2.0,78.97,4.1484,14.499999999999998,16.702154999999998,0
2023-10-04,24.46,31.62,17.64,5.56,3.05,72.52,2.9714,13.98,17.738392,1
2023-10-05,23.17,31.52,17.58,22.12,2.79,79.63,3.7757,13.940000000000001,18.450271,1
2023-10-06,23.38,30.38,17.34,1.07,1.88,79.53,5.2961,13.04,18.594114,1
2023-10-07,25.33,32.51,16.18,39.79,3.76,73.94,3.6722,16.33,18.729001999999998,1
2023-10-08,22.06,29.21,15.46,9.27,2.06,84.19,2.7182,13.75,18.572314,1
2023-10-09,20.08,23.43,16.02,29.29,2.77,87.75,3.4058,7.41,17.620199999999997,1
2023-10-10,19.25,25.65,15.48,0.49,3.36,81.95,4.985,10.169999999999998,15.775375,1
2023-10-11,22.51,29.93,14.89,0.19,2.29,74.86,7.4686,15.04,16.850986000000002,0
2023-10-12,22.85,32.27,16.24,21.09,3.76,72.71,2.3515,16.030000000000005,16.614235,1
2023-10-13,17.49,22.13,14.39,3.16,3.88,85.65,2.2802,7.739999999999998,14.980184999999999,1
2023-10-14,17.36,22.41,14.26,1.22,4.15,85.06,1.9037,8.15,14.766416,1
2023-10-15,20.1,27.46,15.02,0.11,2.32,82.91,4.6531,12.440000000000001,16.66491,0
2023-10-16,23.39,30.15,16.74,16.69,1.93,80.7,6.1394,13.41,18.87573,1
2023-10-17,23.09,28.53,19.62,1.18,2.07,78.87,2.6167,8.91,18.211083000000002,0
2023-10-18,19.97,25.15,16.32,4.46,3.26,84.59,3.4109,8.829999999999998,16.892623,0
2023-10-19,18.61,24.27,15.28,0.61,3.6,82.09,2.9266,8.99,15.276949,1
2023-10-20,18.6,24.82,15.13,0.28,3.29,82.57,2.4014,9.69,15.35802,0
2023-10-21,18.82,25.68,14.77,0.3,3.67,81.09,4.049,10.91,15.261138,1
2023-10-22,20.08,28.82,13.61,0.08,2.45,78.09,6.2158,15.21,15.680472,0
2023-10-23,23.07,31.77,15.54,0.01,1.99,74.84,7.1213,16.23,17.265588,1
2023-10-24,25.67,32.23,19.79,0.34,1.97,72.24,5.665,12.439999999999998,18.544007999999998,1
2023-10-25,21.75,26.46,17.88,3.59,2.04,83.72,2.9287,8.580000000000002,18.2091,0
2023-10-26,20.96,28.17,16.87,2.46,2.46,80.9,2.923,11.3,16.95664,0
2023-10-27,20.98,29.03,16.47,6.85,2.41,81.3,4.1314,12.560000000000002,17.056739999999998,1
2023-10-28,24.35,31.26,18.05,2.57,3.12,74.3,4.3793,13.21,18.09205,1
2023-10-29,22.99,27.03,19.86,16.48,4.19,80.92,2.7118,7.170000000000002,18.603507999999998,1
2023-10-30,25.11,31.05,19.67,2.44,2.18,75.43,5.2529,11.379999999999999,18.940473,1
2023-10-31,23.76,29.1,19.83,7.91,1.69,80.13,3.2837,9.270000000000003,19.038888,1
2023-11-01,20.66,26.38,16.67,2.02,3.05,82.62,3.545,9.709999999999997,17.069292,0
2023-11-02,20.89,28.12,16.11,0.26,2.75,79.69,4.357,12.010000000000002,16.647240999999998,0
2023-11-03,24.62,32.1,17.74,14.88,3.55,75.49,4.8329,14.360000000000003,18.585638,1
2023-11-04,21.76,27.38,15.79,1.07,2.75,71.73,6.9142,11.59,15.608448000000003,0
2023-11-05,18.07,25.72,12.1,0.03,2.93,76.28,7.7429,13.62,13.783796,0
2023-11-06,17.35,25.25,11.96,0.02,3.59,73.59,8.3426,13.29,12.767865,1
2023-11-07,19.37,28.58,13.06,0.0,3.17,73.8,7.8122,15.519999999999998,14.295060000000001,0
2023-11-08,22.99,32.04,13.17,0.0,1.48,62.45,8.3676,18.869999999999997,14.357255,1
2023-11-09,25.07,33.51,17.26,0.39,2.02,61.03,6.6682,16.249999999999996,15.300221000000002,1
2023-11-10,23.91,31.65,18.21,2.86,2.15,74.44,6.1322,13.439999999999998,17.798603999999997,1
2023-11-11,27.21,35.17,18.96,0.04,2.05,59.89,7.7724,16.21,16.296069,1
2023-11-12,28.45,36.73,20.45,0.01,1.81,49.86,7.6615,16.279999999999998,14.18517,1
2023-11-13,29.04,37.9,21.46,0.45,1.87,57.12,7.427,16.439999999999998,16.587647999999998,1
2023-11-14,28.19,38.68,20.87,2.43,2.51,62.9,6.7644,17.81,17.73151,1
2023-11-15,28.1,37.68,19.68,6.98,1.78,63.46,7.3994,18.0,17.83226,1
2023-11-16,28.23,35.2,21.0,0.77,2.74,54.38,5.3964,14.200000000000003,15.351474000000001,1
2023-11-17,29.64,37.96,21.68,0.31,2.53,52.56,6.0108,16.28,15.578784000000002,1
2023-11-18,29.43,37.43,22.67,3.64,3.84,51.97,6.395,14.759999999999998,15.294770999999997,1
2023-11-19,23.72,30.42,18.29,24.24,2.24,78.03,2.173,12.130000000000003,18.508716,1
2023-11-20,20.45,25.46,18.17,2.39,3.86,85.74,3.8827,7.289999999999999,17.53383,1
2023-11-21,23.77,30.4,17.89,0.19,2.06,79.42,5.7053,12.509999999999998,18.878134,1
2023-11-22,24.27,28.81,20.34,7.21,2.2,82.92,6.4594,8.469999999999999,20.124684000000002,1
2023-11-23,23.74,29.08,19.4,4.2,2.99,79.35,3.7997,9.68,18.83769,0
2023-11-24,19.4,24.75,14.91,1.8,4.11,79.95,2.5711,9.84,15.510299999999999,1
2023-11-25,16.16,20.11,13.92,3.42,3.56,80.52,3.1166,6.1899999999999995,13.012032,1
2023-11-26,20.01,27.36,14.55,0.37,2.32,78.76,3.847,12.809999999999999,15.759876000000002,0
2023-11-27,21.78,27.03,17.18,3.76,1.82,81.31,4.1023,9.850000000000001,17.709318000000003,0
2023-11-28,23.03,28.2,18.56,15.39,1.67,83.39,4.0846,9.64,19.204717,1
2023-11-29,23.59,28.56,19.6,12.32,3.29,80.93,4.4863,8.959999999999997,19.091387,1
2023-11-30,24.69,30.23,20.01,0.3,2.56,78.93,7.2034,10.219999999999999,19.487817000000003,0
2023-12-01,24.79,31.75,19.7,0.05,1.86,77.19,6.7255,12.05,19.135401,1
2023-12-02,25.39,33.38,18.84,0.0,1.52,69.23,7.9934,14.540000000000003,17.577497,1
2023-12-03,26.79,34.22,20.82,0.04,1.43,61.85,7.7489,13.399999999999999,16.569615000000002,1
2023-12-04,25.65,34.78,19.51,3.53,2.07,70.83,6.9012,15.27,18.167894999999998,1
2023-12-05,24.37,31.92,19.59,2.24,2.06,72.36,5.1852,12.330000000000002,17.634132,1
2023-12-06,26.1,32.31,19.76,0.11,1.51,70.4,6.5282,12.55,18.3744,1
2023-12-07,27.46,34.21,21.27,2.72,2.23,66.16,7.2852,12.940000000000001,18.167536,1
2023-12-08,24.73,31.12,19.07,4.77,2.52,76.62,6.0622,12.05,18.948126,1
2023-12-09,20.73,26.87,16.96,1.37,4.22,78.39,3.7039,9.91,16.250247,1
2023-12-10,21.16,28.25,16.45,3.21,2.96,79.4,5.5987,11.8,16.80104,0
2023-12-11,22.56,30.61,17.81,2.76,2.57,76.61,5.0383,12.8,17.283216,1
2023-12-12,21.68,29.22,16.73,0.4,3.0,72.87,5.97,12.489999999999998,15.798216,0
2023-12-13,23.37,32.89,16.32,0.03,2.13,67.07,6.9946,16.57,15.674259,1
2023-12-14,25.27,35.0,17.2,0.01,2.11,64.13,7.7143,17.8,16.205651,1
2023-12-15,26.6,36.85,18.68,0.0,1.85,65.67,7.4086,18.17,17.468220000000002,1
2023-12-16,26.58,35.57,20.24,0.4,2.08,67.99,6.4308,15.330000000000002,18.071741999999997,1
2023-12-17,26.27,33.22,20.63,1.14,2.11,67.14,6.0643,12.59,17.637678,1
2023-12-18,25.36,34.86,19.33,0.15,2.91,68.12,8.3498,15.530000000000001,17.275232,1
2023-12-19,24.27,34.56,18.42,0.03,3.47,66.17,7.5034,16.14,16.059459,1
2023-12-20,23.21,31.93,17.68,0.03,4.17,67.77,7.4654,14.25,15.729417,1
2023-12-21,24.41,33.35,18.29,1.17,2.5,68.65,6.4951,15.060000000000002,16.757465000000003,1
2023-12-22,26.13,34.61,19.24,3.47,1.8,68.52,6.3118,15.370000000000001,17.904275999999996,1
2023-12-23,25.13,31.15,20.94,11.09,1.34,77.04,6.1301,10.209999999999997,19.360152000000003,1
2023-12-24,25.74,32.82,21.03,0.71,2.48,71.56,6.5966,11.79,18.419544,1
2023-12-25,27.37,34.44,19.66,0.16,2.63,61.53,7.439,14.779999999999998,16.840761,1
2023-12-26,24.76,30.67,18.27,1.97,2.91,69.45,4.2382,12.400000000000002,17.19582,1
2023-12-27,21.84,29.82,16.53,0.04,3.56,68.22,6.9283,13.29,14.899248,1
2023-12-28,24.41,34.43,15.76,0.01,1.83,63.15,8.1384,18.67,15.414914999999999,1
2023-12-29,27.97,37.73,18.5,0.01,2.49,50.47,7.2931,19.229999999999997,14.116459,1
2023-12-30,22.98,27.78,17.47,3.98,3.39,72.74,2.9532,10.310000000000002,16.715652,1
2023-12-31,21.28,28.95,16.57,0.13,3.55,73.54,4.897,12.379999999999999,15.649312000000002,1
